policy_id,vehicle_usage_type,cylinder,gross_weight,gear_box,fuel,torque,car_color,features,airbags,policy_age_months,population_density,transmission_type,manufacturer,rear_brakes,engine_type,height,car_age,policyholder_age,garage_type,region,width,annual_mileage_km,steering_type,driver_occupation,length,car_model,power,displacement,turning_radius,car_segment,safety_rating,claim
P20993,Personal,4,1410,5,Petrol,113Nm@4400rpm,Unknown,"['esc', 'adjustable_steering', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_wiper', 'rear_washer', 'rear_defogger', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",6,96,17804,Automatic,1,Drum,1.2 L K Series Engine,1500,4 months,44,Driveway,C9,1745,25000,Electric,Unemployed,3990,M7,88.50bhp@6000rpm,1197,4.85,B2,5,0
P20994,Commercial,4,1720,6,Diesel,250Nm@2750rpm,Blue,"['esc', 'adjustable_steering', 'tpms', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_wiper', 'rear_washer', 'rear_defogger', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'ecw', 'speed_alert']",6,7,8794,Automatic,3,Disc,1.5 L U2 CRDi,1635,1 years and 9 months,39,Covered,C8,1790,25000,Power,Retired,4300,M4,113.45bhp@4000rpm,1493,5.2,C2,34,0
P20995,Personal,4,1335,5,Petrol,113Nm@4400rpm,Black,"['adjustable_steering', 'parking_sensors', 'front_fog_lights', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",2,99,8794,Manual,1,Drum,K Series Dual jet,1530,3 years and 10 months,30,On Street,C8,1735,10000,Electric,Student,3845,M6,88.50bhp@6000rpm,1197,4.8,B2,23,0
P20996,Rental,4,1335,5,Petrol,113Nm@4400rpm,Unknown,"['adjustable_steering', 'parking_sensors', 'front_fog_lights', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",2,8,290,Manual,1,Drum,K Series Dual jet,1530,4 months,26,On Street,C15,1735,25000,Electric,Self-Employed,3845,M6,88.50bhp@6000rpm,1197,4.8,B2,20,0
P20997,Rental,4,1335,5,Petrol,113Nm@4400rpm,Gray,"['adjustable_steering', 'parking_sensors', 'front_fog_lights', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",2,95,8794,Manual,1,Drum,K Series Dual jet,1530,3 years and 6 months,29,Driveway,C8,1735,5000,Electric,Unemployed,3845,M6,88.50bhp@6000rpm,1197,4.8,B2,27,0
P20998,Ride-sharing,4,1335,5,Petrol,113Nm@4400rpm,Silver,"['adjustable_steering', 'parking_sensors', 'front_fog_lights', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",2,7,8794,Manual,1,Drum,K Series Dual jet,1530,3 years and 6 months,26,Covered,C8,1735,20000,Electric,Unemployed,3845,M6,88.50bhp@6000rpm,1197,4.8,B2,30,0
P20999,Commercial,4,1335,5,Petrol,113Nm@4400rpm,White,"['adjustable_steering', 'parking_sensors', 'front_fog_lights', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",2,95,34738,Manual,1,Drum,K Series Dual jet,1530,4 years and 6 months,31,Covered,C5,1735,5000,Electric,Self-Employed,3845,M6,88.50bhp@6000rpm,1197,4.8,B2,30,0
P21000,Rental,3,1340,5,CNG,82.1Nm@3400rpm,Unknown,"['parking_sensors', 'power_door_locks', 'central_locking', 'power_steering', 'ecw', 'speed_alert']",2,6,34791,Manual,1,Drum,K10C,1675,4 months,30,Driveway,C12,1620,5000,Power,Professional,3655,M8,55.92bhp@5300rpm,998,4.7,B1,23,0
P21001,Commercial,4,1335,5,Petrol,113Nm@4400rpm,Blue,"['adjustable_steering', 'parking_sensors', 'front_fog_lights', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",2,22,7788,Manual,1,Drum,K Series Dual jet,1530,5 years and 3 months,35,Covered,C14,1735,25000,Electric,Professional,3845,M6,88.50bhp@6000rpm,1197,4.8,B2,27,0
P21002,Work and Personal,3,1185,5,CNG,60Nm@3500rpm,Red,"['parking_sensors', 'power_steering', 'speed_alert']",2,19,7788,Manual,1,Drum,F8D Petrol Engine,1475,1 years and 9 months,25,Driveway,C14,1515,5000,Power,Professional,3445,M1,40.36bhp@6000rpm,796,4.6,A,0,0
P21003,Personal,4,1410,5,Petrol,113Nm@4400rpm,White,"['esc', 'adjustable_steering', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_wiper', 'rear_washer', 'rear_defogger', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",6,92,8794,Automatic,1,Drum,1.2 L K Series Engine,1500,4 years and 2 months,49,On Street,C8,1745,15000,Electric,Self-Employed,3990,M7,88.50bhp@6000rpm,1197,4.85,B2,3,0
P21004,Rental,4,1720,6,Diesel,250Nm@2750rpm,Silver,"['esc', 'adjustable_steering', 'tpms', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_wiper', 'rear_washer', 'rear_defogger', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'ecw', 'speed_alert']",6,89,8794,Automatic,3,Disc,1.5 L U2 CRDi,1635,4 years and 10 months,47,Covered,C8,1790,10000,Power,Self-Employed,4300,M4,113.45bhp@4000rpm,1493,5.2,C2,40,0
P21005,Commercial,3,1340,5,CNG,82.1Nm@3400rpm,Black,"['parking_sensors', 'power_door_locks', 'central_locking', 'power_steering', 'ecw', 'speed_alert']",2,93,8794,Manual,1,Drum,K10C,1675,1 years and 9 months,24,On Street,C8,1620,25000,Power,Retired,3655,M8,55.92bhp@5300rpm,998,4.7,B1,21,0
P21006,Work and Personal,4,1510,5,CNG,85Nm@3000rpm,Black,"['parking_sensors', 'speed_alert']",1,22,5410,Manual,1,Drum,G12B,1825,1 years and 4 months,35,Covered,C13,1475,20000,Manual,Professional,3675,M10,61.68bhp@6000rpm,1196,4.5,Utility,6,1
P21007,Personal,3,1185,5,CNG,60Nm@3500rpm,Silver,"['parking_sensors', 'power_steering', 'speed_alert']",2,48,4990,Manual,1,Drum,F8D Petrol Engine,1475,1 years and 4 months,36,Driveway,C1,1515,10000,Power,Retired,3445,M1,40.36bhp@6000rpm,796,4.6,A,0,0
P21008,Rental,3,1185,5,CNG,60Nm@3500rpm,Unknown,"['parking_sensors', 'power_steering', 'speed_alert']",2,11,17804,Manual,1,Drum,F8D Petrol Engine,1475,4 months,29,On Street,C9,1515,25000,Power,Student,3445,M1,40.36bhp@6000rpm,796,4.6,A,1,0
P21009,Work and Personal,3,1155,5,Petrol,91Nm@4250rpm,Other,"['parking_camera', 'power_door_locks', 'central_locking', 'power_steering', 'day_night_mirror', 'ecw', 'speed_alert']",2,0,4076,Automatic,2,Drum,1.0 SCe,1490,1 years and 4 months,23,Covered,C3,1579,20000,Electric,Student,3731,M3,67.06bhp@5500rpm,999,5.0,A,24,0
P21010,Ride-sharing,4,1720,6,Diesel,250Nm@2750rpm,White,"['esc', 'adjustable_steering', 'tpms', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_wiper', 'rear_washer', 'rear_defogger', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'ecw', 'speed_alert']",6,47,34738,Automatic,3,Disc,1.5 L U2 CRDi,1635,5 years and 11 months,23,Covered,C5,1790,20000,Power,Retired,4300,M4,113.45bhp@4000rpm,1493,5.2,C2,39,0
P21011,Rental,4,1335,5,Petrol,113Nm@4400rpm,Unknown,"['adjustable_steering', 'parking_sensors', 'front_fog_lights', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",2,90,8794,Manual,1,Drum,K Series Dual jet,1530,4 years and 2 months,39,Driveway,C8,1735,20000,Electric,Self-Employed,3845,M6,88.50bhp@6000rpm,1197,4.8,B2,29,0
P21012,Ride-sharing,3,1340,5,CNG,82.1Nm@3400rpm,Black,"['parking_sensors', 'power_door_locks', 'central_locking', 'power_steering', 'ecw', 'speed_alert']",2,97,8794,Manual,1,Drum,K10C,1675,7 years and 0 months,34,Driveway,C8,1620,10000,Power,Unemployed,3655,M8,55.92bhp@5300rpm,998,4.7,B1,29,0
P21013,Work and Personal,4,1335,5,Petrol,113Nm@4400rpm,Black,"['adjustable_steering', 'parking_sensors', 'front_fog_lights', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",2,89,8794,Manual,1,Drum,K Series Dual jet,1530,5 years and 7 months,23,Driveway,C8,1735,10000,Electric,Unemployed,3845,M6,88.50bhp@6000rpm,1197,4.8,B2,26,0
P21014,Commercial,3,1185,5,CNG,60Nm@3500rpm,Gray,"['parking_sensors', 'power_steering', 'speed_alert']",2,43,73430,Manual,1,Drum,F8D Petrol Engine,1475,1 years and 0 months,23,Covered,C10,1515,25000,Power,Unemployed,3445,M1,40.36bhp@6000rpm,796,4.6,A,2,0
P21015,Commercial,3,1340,5,CNG,82.1Nm@3400rpm,Blue,"['parking_sensors', 'power_door_locks', 'central_locking', 'power_steering', 'ecw', 'speed_alert']",2,97,8794,Manual,1,Drum,K10C,1675,3 years and 6 months,34,Driveway,C8,1620,20000,Power,Unemployed,3655,M8,55.92bhp@5300rpm,998,4.7,B1,29,0
P21016,Rental,4,1335,5,Petrol,113Nm@4400rpm,Red,"['adjustable_steering', 'parking_sensors', 'front_fog_lights', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",2,2,34738,Manual,1,Drum,K Series Dual jet,1530,1 years and 9 months,43,On Street,C5,1735,5000,Electric,Student,3845,M6,88.50bhp@6000rpm,1197,4.8,B2,22,0
P21017,Personal,4,1335,5,Petrol,113Nm@4400rpm,Red,"['adjustable_steering', 'parking_sensors', 'front_fog_lights', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",2,10,3264,Manual,1,Drum,K Series Dual jet,1530,3 years and 10 months,36,Covered,C21,1735,5000,Electric,Unemployed,3845,M6,88.50bhp@6000rpm,1197,4.8,B2,27,0
P21018,Work and Personal,3,1185,5,CNG,60Nm@3500rpm,Red,"['parking_sensors', 'power_steering', 'speed_alert']",2,51,6108,Manual,1,Drum,F8D Petrol Engine,1475,3 years and 1 months,56,Covered,C11,1515,5000,Power,Retired,3445,M1,40.36bhp@6000rpm,796,4.6,A,2,1
P21019,Personal,4,1051,5,Diesel,200Nm@1750rpm,Unknown,"['adjustable_steering', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_defogger', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",2,78,7788,Manual,5,Drum,i-DTEC,1501,5 years and 7 months,33,Enclosed Parking,C14,1695,5000,Electric,Student,3995,M9,97.89bhp@3600rpm,1498,4.9,C1,43,0
P21020,Personal,4,1335,5,Petrol,113Nm@4400rpm,Unknown,"['adjustable_steering', 'parking_sensors', 'front_fog_lights', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",2,88,27742,Manual,1,Drum,K Series Dual jet,1530,1 years and 9 months,38,Enclosed Parking,C19,1735,15000,Electric,Unemployed,3845,M6,88.50bhp@6000rpm,1197,4.8,B2,22,0
P21021,Ride-sharing,4,1335,5,Petrol,113Nm@4400rpm,Unknown,"['adjustable_steering', 'parking_sensors', 'front_fog_lights', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",2,93,5410,Manual,1,Drum,K Series Dual jet,1530,2 years and 5 months,40,Covered,C13,1735,15000,Electric,Professional,3845,M6,88.50bhp@6000rpm,1197,4.8,B2,21,0
P21022,Personal,3,1185,5,CNG,60Nm@3500rpm,Silver,"['parking_sensors', 'power_steering', 'speed_alert']",2,14,4076,Manual,1,Drum,F8D Petrol Engine,1475,8 months,30,Enclosed Parking,C3,1515,5000,Power,Unemployed,3445,M1,40.36bhp@6000rpm,796,4.6,A,1,0
P21023,Ride-sharing,4,1051,5,Diesel,200Nm@1750rpm,Unknown,"['adjustable_steering', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_defogger', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",2,56,27742,Manual,5,Drum,i-DTEC,1501,5 years and 3 months,37,On Street,C19,1695,20000,Electric,Retired,3995,M9,97.89bhp@3600rpm,1498,4.9,C1,40,0
P21024,Commercial,4,1335,5,Petrol,113Nm@4400rpm,Other,"['esc', 'adjustable_steering', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_defogger', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",2,31,6112,Automatic,1,Drum,1.2 L K12N Dualjet,1515,4 years and 6 months,27,Covered,C7,1735,5000,Electric,Unemployed,3995,M2,88.50bhp@6000rpm,1197,4.8,C1,21,0
P21025,Rental,3,1185,5,CNG,60Nm@3500rpm,Unknown,"['parking_sensors', 'power_steering', 'speed_alert']",2,24,27742,Manual,1,Drum,F8D Petrol Engine,1475,1 years and 4 months,44,Covered,C19,1515,15000,Power,Student,3445,M1,40.36bhp@6000rpm,796,4.6,A,5,0
P21026,Rental,3,1185,5,CNG,60Nm@3500rpm,White,"['parking_sensors', 'power_steering', 'speed_alert']",2,97,27003,Manual,1,Drum,F8D Petrol Engine,1475,4 months,36,On Street,C2,1515,20000,Power,Professional,3445,M1,40.36bhp@6000rpm,796,4.6,A,2,0
P21027,Personal,3,1185,5,CNG,60Nm@3500rpm,Other,"['parking_sensors', 'power_steering', 'speed_alert']",2,77,290,Manual,1,Drum,F8D Petrol Engine,1475,1 years and 4 months,30,Enclosed Parking,C15,1515,10000,Power,Retired,3445,M1,40.36bhp@6000rpm,796,4.6,A,9,0
P21028,Work and Personal,4,1051,5,Diesel,200Nm@1750rpm,Unknown,"['adjustable_steering', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_defogger', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",2,9,27003,Manual,5,Drum,i-DTEC,1501,2 years and 1 months,32,Enclosed Parking,C2,1695,25000,Electric,Retired,3995,M9,97.89bhp@3600rpm,1498,4.9,C1,44,0
P21029,Rental,4,1335,5,Petrol,113Nm@4400rpm,Silver,"['adjustable_steering', 'parking_sensors', 'front_fog_lights', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",2,24,8794,Manual,1,Drum,K Series Dual jet,1530,1 years and 9 months,26,Driveway,C8,1735,20000,Electric,Professional,3845,M6,88.50bhp@6000rpm,1197,4.8,B2,21,0
P21030,Commercial,4,1720,6,Diesel,250Nm@2750rpm,Gray,"['esc', 'adjustable_steering', 'tpms', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_wiper', 'rear_washer', 'rear_defogger', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'ecw', 'speed_alert']",6,86,27003,Automatic,3,Disc,1.5 L U2 CRDi,1635,4 years and 10 months,30,Covered,C2,1790,15000,Power,Retired,4300,M4,113.45bhp@4000rpm,1493,5.2,C2,35,0
P21031,Work and Personal,3,1185,5,CNG,60Nm@3500rpm,Gray,"['parking_sensors', 'power_steering', 'speed_alert']",2,24,4990,Manual,1,Drum,F8D Petrol Engine,1475,1 years and 0 months,33,Driveway,C1,1515,15000,Power,Student,3445,M1,40.36bhp@6000rpm,796,4.6,A,0,0
P21032,Rental,4,1490,5,Diesel,200Nm@3000rpm,White,"['adjustable_steering', 'parking_sensors', 'power_door_locks', 'central_locking', 'power_steering', 'ecw', 'speed_alert']",2,84,6108,Manual,4,Drum,1.5 Turbocharged Revotorq,1523,1 years and 9 months,37,Enclosed Parking,C11,1755,5000,Electric,Self-Employed,3990,M5,88.77bhp@4000rpm,1497,5.0,B2,57,0
P21033,Work and Personal,3,1185,5,CNG,60Nm@3500rpm,Other,"['parking_sensors', 'power_steering', 'speed_alert']",2,45,73430,Manual,1,Drum,F8D Petrol Engine,1475,4 months,39,Enclosed Parking,C10,1515,5000,Power,Unemployed,3445,M1,40.36bhp@6000rpm,796,4.6,A,10,0
P21034,Work and Personal,4,1720,6,Diesel,250Nm@2750rpm,Other,"['esc', 'adjustable_steering', 'tpms', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_wiper', 'rear_washer', 'rear_defogger', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'ecw', 'speed_alert']",6,93,34738,Automatic,3,Disc,1.5 L U2 CRDi,1635,5 years and 3 months,40,Driveway,C5,1790,10000,Power,Unemployed,4300,M4,113.45bhp@4000rpm,1493,5.2,C2,36,0
P21035,Work and Personal,4,1335,5,Petrol,113Nm@4400rpm,White,"['adjustable_steering', 'parking_sensors', 'front_fog_lights', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",2,8,27003,Manual,1,Drum,K Series Dual jet,1530,4 years and 2 months,34,On Street,C2,1735,10000,Electric,Self-Employed,3845,M6,88.50bhp@6000rpm,1197,4.8,B2,28,0
P21036,Ride-sharing,4,1720,6,Diesel,250Nm@2750rpm,Blue,"['esc', 'adjustable_steering', 'tpms', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_wiper', 'rear_washer', 'rear_defogger', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'ecw', 'speed_alert']",6,98,8794,Automatic,3,Disc,1.5 L U2 CRDi,1635,1 years and 0 months,52,On Street,C8,1790,15000,Power,Unemployed,4300,M4,113.45bhp@4000rpm,1493,5.2,C2,36,1
P21037,Ride-sharing,3,1185,5,CNG,60Nm@3500rpm,Blue,"['parking_sensors', 'power_steering', 'speed_alert']",2,47,290,Manual,1,Drum,F8D Petrol Engine,1475,8 months,39,Covered,C15,1515,10000,Power,Retired,3445,M1,40.36bhp@6000rpm,796,4.6,A,2,0
P21038,Rental,4,1490,5,Diesel,200Nm@3000rpm,Blue,"['adjustable_steering', 'parking_sensors', 'power_door_locks', 'central_locking', 'power_steering', 'ecw', 'speed_alert']",2,69,8794,Manual,4,Drum,1.5 Turbocharged Revotorq,1523,4 years and 6 months,37,Enclosed Parking,C8,1755,25000,Electric,Retired,3990,M5,88.77bhp@4000rpm,1497,5.0,B2,56,0
P21039,Rental,4,1051,5,Diesel,200Nm@1750rpm,Other,"['adjustable_steering', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_defogger', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",2,30,7788,Manual,5,Drum,i-DTEC,1501,4 months,26,On Street,C14,1695,5000,Electric,Professional,3995,M9,97.89bhp@3600rpm,1498,4.9,C1,47,0
P21040,Rental,4,1335,5,Petrol,113Nm@4400rpm,Blue,"['esc', 'adjustable_steering', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_defogger', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",2,10,27003,Automatic,1,Drum,1.2 L K12N Dualjet,1515,0 months,32,On Street,C2,1735,20000,Electric,Retired,3995,M2,88.50bhp@6000rpm,1197,4.8,C1,27,0
P21041,Ride-sharing,3,1185,5,CNG,60Nm@3500rpm,Other,"['parking_sensors', 'power_steering', 'speed_alert']",2,73,17804,Manual,1,Drum,F8D Petrol Engine,1475,1 years and 9 months,34,On Street,C9,1515,25000,Power,Student,3445,M1,40.36bhp@6000rpm,796,4.6,A,2,0
P21042,Personal,4,1335,5,Petrol,113Nm@4400rpm,Silver,"['adjustable_steering', 'parking_sensors', 'front_fog_lights', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",2,29,8794,Manual,1,Drum,K Series Dual jet,1530,4 years and 10 months,30,Enclosed Parking,C8,1735,20000,Electric,Retired,3845,M6,88.50bhp@6000rpm,1197,4.8,B2,20,0
P21043,Work and Personal,3,1155,5,Petrol,91Nm@4250rpm,Blue,"['parking_camera', 'power_door_locks', 'central_locking', 'power_steering', 'day_night_mirror', 'ecw', 'speed_alert']",2,77,8794,Automatic,2,Drum,1.0 SCe,1490,3 years and 10 months,33,Enclosed Parking,C8,1579,10000,Electric,Student,3731,M3,67.06bhp@5500rpm,999,5.0,A,26,0
P21044,Commercial,4,1335,5,Petrol,113Nm@4400rpm,Blue,"['adjustable_steering', 'parking_sensors', 'front_fog_lights', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",2,96,17804,Manual,1,Drum,K Series Dual jet,1530,2 years and 5 months,51,On Street,C9,1735,10000,Electric,Unemployed,3845,M6,88.50bhp@6000rpm,1197,4.8,B2,25,0
P21045,Commercial,4,1720,6,Diesel,250Nm@2750rpm,Gray,"['esc', 'adjustable_steering', 'tpms', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_wiper', 'rear_washer', 'rear_defogger', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'ecw', 'speed_alert']",6,103,4076,Automatic,3,Disc,1.5 L U2 CRDi,1635,2 years and 9 months,30,Driveway,C3,1790,5000,Power,Professional,4300,M4,113.45bhp@4000rpm,1493,5.2,C2,36,0
P21046,Personal,4,1510,5,CNG,85Nm@3000rpm,White,"['parking_sensors', 'speed_alert']",1,72,5410,Manual,1,Drum,G12B,1825,1 years and 0 months,27,Covered,C13,1475,10000,Manual,Retired,3675,M10,61.68bhp@6000rpm,1196,4.5,Utility,5,1
P21047,Rental,3,1185,5,CNG,60Nm@3500rpm,Other,"['parking_sensors', 'power_steering', 'speed_alert']",2,47,8794,Manual,1,Drum,F8D Petrol Engine,1475,4 months,36,Covered,C8,1515,5000,Power,Self-Employed,3445,M1,40.36bhp@6000rpm,796,4.6,A,10,0
P21048,Work and Personal,4,1335,5,Petrol,113Nm@4400rpm,Silver,"['adjustable_steering', 'parking_sensors', 'front_fog_lights', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",2,99,8794,Manual,1,Drum,K Series Dual jet,1530,1 years and 4 months,40,Driveway,C8,1735,20000,Electric,Student,3845,M6,88.50bhp@6000rpm,1197,4.8,B2,20,1
P21049,Ride-sharing,4,1720,6,Diesel,250Nm@2750rpm,Black,"['esc', 'adjustable_steering', 'tpms', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_wiper', 'rear_washer', 'rear_defogger', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'ecw', 'speed_alert']",6,34,8794,Automatic,3,Disc,1.5 L U2 CRDi,1635,1 years and 0 months,23,Driveway,C8,1790,5000,Power,Retired,4300,M4,113.45bhp@4000rpm,1493,5.2,C2,39,1
